idx,code,year,date,result,startup,ip,run,er,bf,ab,hit,second,third,homerun,bb,ibb,hbp,k,pit,whip,avg,obp,ops,era,avli,re24,wpa,gsc,decision,itv
008850,61295,2021,06-26,D 10:10,0,0.2,3,3,6,5,3,0,0,1,1,0,0,0,21,1.69,0.289,0.67,1.87,8.84,1.21,-3.7,-0.305,-,-,1
008851,61295,2021,09-14,W 10:8,0,0.0,1,1,2,0,0,0,0,0,2,0,0,0,11,1.8,0.289,1.0,0.0,9.33,2.28,-1.35,-0.205,-,-,7+
008852,61295,2021,10-23,L 4:7,0,2.0,0,0,8,7,1,1,0,0,1,0,0,1,35,1.72,0.277,0.25,0.54,8.41,0.31,1.11,0.029,-,-,7+
008853,61295,2021,10-27,W 9:6,0,1.1,0,0,4,4,0,0,0,0,0,0,0,0,17,1.62,0.264,0.0,0.0,7.89,0.5,1.02,0.052,-,W,4
008854,61295,2021,10-28,L 2:5,0,1.0,0,0,3,3,0,0,0,0,0,0,0,0,11,1.54,0.256,0.0,0.0,7.54,1.16,0.56,0.088,HLD,-,1
008855,61295,2021,10-30,L 5:11,0,0.1,1,1,5,3,2,1,1,0,2,0,0,0,18,1.7,0.269,0.8,2.47,7.83,0.65,-2.17,-0.143,-,-,2
008856,51967,2021,04-14,W 3:0,1,5.2,0,0,22,19,3,0,0,0,2,0,1,6,108,0.88,0.158,0.27,0.43,0.0,0.99,3.21,0.311,67,W,7+
008857,51967,2021,04-20,L 2:5,1,4.1,3,3,23,18,6,1,0,0,4,0,1,4,105,1.5,0.243,0.48,0.87,2.7,1.42,-1.47,-0.202,39,L,6
008858,51967,2021,04-25,W 10:0,1,6.0,0,0,24,21,2,0,0,0,2,0,1,3,89,1.19,0.19,0.21,0.3,1.69,0.35,3.33,0.121,69,W,5
008859,51967,2021,05-01,L 9:13,1,3.0,7,7,21,14,7,0,0,1,6,0,0,5,95,1.68,0.25,0.62,1.33,4.74,1.43,-4.35,-0.411,16,L,6
008860,51967,2021,05-08,W 5:4,1,5.0,3,3,24,19,5,2,0,0,5,0,0,7,103,1.75,0.253,0.42,0.78,4.88,1.55,-0.23,-0.004,47,-,7
008861,51967,2021,05-14,W 5:2,1,6.0,2,2,28,25,7,0,0,0,2,0,1,10,111,1.7,0.259,0.36,0.64,4.5,1.11,1.33,0.072,58,-,6
008862,51967,2021,05-21,L 0:2,1,6.0,1,1,22,20,2,1,0,0,2,0,0,7,94,1.53,0.235,0.18,0.33,4.0,0.96,2.33,0.16,69,L,7
008863,51967,2021,05-27,W 6:3,1,6.0,3,3,24,23,5,1,0,0,1,0,0,5,102,1.45,0.233,0.25,0.51,4.07,0.75,0.33,0.066,54,W,6
008864,51967,2021,06-02,W 9:5,1,6.0,3,3,22,21,4,1,1,1,1,0,0,10,102,1.38,0.228,0.23,0.7,4.13,1.0,0.33,-0.113,61,-,6
008865,51967,2021,06-08,L 1:2,1,6.0,0,0,26,21,3,0,0,0,3,0,2,10,109,1.33,0.219,0.31,0.45,3.67,1.51,3.33,0.39,73,-,6
008866,51967,2021,06-13,L 3:5,1,6.0,2,2,22,21,3,1,0,0,1,0,0,9,100,1.27,0.212,0.18,0.37,3.6,0.96,1.33,0.02,66,-,5
008867,51967,2021,06-20,L 4:8,1,5.0,4,4,25,20,5,0,0,1,5,0,0,5,98,1.32,0.215,0.4,0.8,3.88,0.9,-1.23,-0.177,41,L,7
008868,51967,2021,07-02,L 2:5,1,6.0,2,2,31,25,6,1,0,0,4,0,2,5,110,1.35,0.217,0.39,0.67,3.8,1.44,1.33,0.078,53,L,7+
008869,51967,2021,08-20,W 8:3,1,4.2,1,1,19,17,4,0,0,1,2,0,0,4,89,1.35,0.218,0.32,0.73,3.69,1.11,1.52,0.113,54,-,7+
008870,51967,2021,08-27,W 4:2,1,2.2,1,1,13,10,2,0,0,0,3,0,0,2,59,1.37,0.218,0.38,0.58,3.68,0.94,0.2,-0.005,49,-,7
008871,51967,2021,09-14,W 10:8,1,5.0,5,5,27,19,4,0,0,1,5,0,2,2,96,1.39,0.217,0.41,0.78,4.0,0.99,-2.23,-0.275,36,-,7+
008872,51967,2021,09-19,L 2:8,1,6.2,1,1,26,25,6,1,0,0,1,0,0,13,109,1.37,0.219,0.27,0.55,3.8,1.33,2.25,0.158,70,-,5
008873,51967,2021,09-25,L 0:1,1,8.0,1,1,27,25,3,0,0,0,2,0,0,3,93,1.31,0.212,0.18,0.3,3.58,0.98,3.44,0.233,73,L CG,6
008874,51967,2021,10-01,D 3:3,1,5.0,2,2,26,19,5,2,0,0,6,0,1,4,103,1.35,0.215,0.46,0.83,3.58,1.55,0.78,0.071,47,-,6
008875,51967,2021,10-07,L 4:5,1,6.0,1,1,25,21,3,1,0,0,4,0,0,5,99,1.34,0.211,0.28,0.47,3.47,1.27,2.33,0.201,63,-,6
008876,51967,2021,10-13,L 2:8,1,6.0,6,6,27,27,10,3,0,1,0,0,0,7,98,1.36,0.221,0.37,0.96,3.76,1.01,-2.67,-0.398,35,L,6
008877,51967,2021,10-19,W 4:2,1,7.0,2,2,25,25,4,1,1,1,0,0,0,7,99,1.31,0.218,0.16,0.56,3.69,0.9,1.89,0.212,68,W,6
008878,51967,2021,10-24,W 4:1,1,6.0,1,1,25,24,4,0,0,0,1,0,0,9,100,1.29,0.215,0.2,0.37,3.59,1.39,2.33,0.198,68,-,5
008879,51967,2021,10-30,L 5:11,1,5.0,5,4,23,22,6,0,0,2,1,0,0,6,99,1.29,0.218,0.3,0.85,3.72,0.89,-2.23,-0.32,42,L,6
008880,69032,2021,04-15,W 8:3,1,4.0,3,2,19,17,3,0,0,0,2,0,0,4,74,1.25,0.176,0.26,0.44,4.5,1.13,-0.78,-0.063,48,-,7+
008881,69032,2021,04-21,L 3:4,1,4.1,4,4,23,20,8,1,0,0,2,0,0,3,79,1.8,0.297,0.44,0.88,6.48,1.24,-2.21,-0.304,32,L,6
008882,69032,2021,04-28,L 2:4,1,5.0,0,0,23,20,5,0,0,0,3,0,0,2,87,1.73,0.281,0.35,0.6,4.05,1.45,1.76,0.133,56,-,7
008883,69032,2021,05-05,L 0:14,1,4.2,10,10,26,23,10,1,1,2,2,0,0,4,100,1.94,0.325,0.46,1.29,8.0,0.38,-7.34,-0.396,6,L,7
008884,69032,2021,05-11,W 9:6,1,5.0,6,2,26,23,6,0,0,1,3,0,0,6,110,1.91,0.311,0.35,0.74,7.04,1.25,-3.23,-0.38,42,-,6
008885,69032,2021,05-19,W 6:5,1,5.0,5,5,24,21,6,1,1,1,2,0,1,4,92,1.86,0.306,0.38,0.95,7.39,0.82,-2.24,-0.285,37,W,7+
008886,69032,2021,05-30,W 4:3,1,6.2,3,3,27,22,4,0,0,0,4,0,0,5,102,1.73,0.288,0.31,0.49,6.75,1.28,0.35,-0.058,55,-,7+
008887,69032,2021,06-06,L 7:8,1,5.0,2,2,24,19,4,0,0,0,5,0,0,6,92,1.74,0.279,0.38,0.59,6.35,0.95,0.78,0.116,52,-,7
008888,69032,2021,06-13,W 6:3,1,6.0,3,3,27,24,7,5,0,0,2,0,0,6,100,1.71,0.28,0.35,0.85,6.11,1.05,0.33,0.011,50,W,7
008889,69032,2021,06-19,L 3:9,1,6.1,6,6,31,25,9,1,0,2,5,0,0,6,110,1.77,0.29,0.47,1.11,6.4,0.76,-3.09,-0.235,32,L,6
008890,69032,2021,06-25,W 2:0,1,5.0,0,0,19,18,2,0,1,0,1,0,0,7,73,1.67,0.276,0.16,0.38,5.84,1.09,2.78,0.291,69,W SHO,6
008891,69032,2021,07-02,W 4:1,1,7.2,1,1,31,27,4,0,0,0,4,0,0,5,107,1.59,0.263,0.26,0.41,5.29,0.94,1.9,0.332,68,W,7
008892,69032,2021,07-08,W 3:2,1,7.0,0,0,24,23,4,1,0,0,1,0,0,7,97,1.51,0.255,0.21,0.43,4.77,1.35,3.89,0.396,75,W,6
008893,69032,2021,08-14,W 8:4,1,6.0,1,1,21,21,3,1,0,0,0,0,0,7,83,1.43,0.248,0.14,0.33,4.52,0.61,2.33,0.268,69,W,7+
008894,69032,2021,09-03,W 11:1,1,6.0,1,0,23,20,2,1,0,0,2,0,0,7,82,1.37,0.238,0.18,0.33,4.2,1.14,2.33,0.233,71,W,7+
008895,69032,2021,09-09,L 7:8,1,6.0,4,4,25,23,7,2,0,1,1,0,0,7,99,1.37,0.243,0.32,0.84,4.32,1.19,-0.67,-0.278,48,-,6
008896,69032,2021,09-15,L 2:6,1,3.1,6,6,19,18,8,2,0,1,0,0,1,2,66,1.41,0.253,0.47,1.2,4.74,0.64,-4.51,-0.364,22,L,6
008897,69032,2021,09-21,W 11:5,1,7.0,5,4,29,24,7,2,0,1,4,0,0,4,110,1.42,0.255,0.38,0.88,4.77,0.69,-1.12,-0.186,45,W,6
008898,69032,2021,10-02,D 2:2,1,7.0,1,1,27,24,4,0,0,0,3,0,0,12,109,1.39,0.25,0.26,0.43,4.54,1.24,2.89,0.268,74,-,7+
008899,69032,2021,10-12,L 1:4,1,6.0,1,1,27,24,5,1,0,0,2,0,1,8,105,1.38,0.248,0.3,0.55,4.38,1.09,2.33,0.17,64,-,7+
008900,69032,2021,10-17,L 1:2,1,7.0,1,1,26,25,5,1,0,0,0,0,0,10,112,1.34,0.245,0.2,0.44,4.2,1.06,2.89,0.299,73,-,5
008901,69032,2021,10-23,L 0:4,1,6.1,3,3,27,26,9,0,0,2,1,0,0,3,94,1.35,0.251,0.37,0.95,4.2,0.81,0.31,-0.043,45,L,6
008902,69032,2021,10-28,W 5:2,1,7.0,2,2,32,29,9,1,0,0,2,0,0,12,108,1.37,0.254,0.36,0.7,4.12,1.55,1.89,0.101,61,W,5
008903,69032,2021,11-14,W 4:2,1,7.2,1,1,30,27,7,1,1,0,0,0,1,8,100,0.91,0.259,0.28,0.65,1.17,1.3,3.19,0.327,69,W,7+
008904,62363,2021,04-16,L 4:8,1,6.1,3,3,24,22,3,2,0,0,2,0,0,4,82,0.79,0.136,0.21,0.44,4.26,0.92,1.91,0.179,57,-,7+
008905,62363,2021,04-22,W 8:3,1,5.0,3,3,23,21,6,0,0,1,2,0,0,1,87,1.15,0.209,0.35,0.78,4.76,1.05,-0.23,0.045,42,W,6
008906,62363,2021,04-28,W 5:4,1,5.0,3,3,23,20,6,1,0,1,3,0,0,3,91,1.35,0.238,0.39,0.89,4.96,1.26,-0.23,-0.12,43,-,6
008907,62363,2021,05-06,W 6:4,1,5.0,3,3,22,20,5,0,0,0,2,0,0,4,80,1.36,0.241,0.32,0.57,5.06,1.23,-0.23,-0.006,47,-,7+
008908,62363,2021,05-12,W 3:0,1,7.0,0,0,25,23,4,1,0,0,2,0,0,6,95,1.24,0.226,0.24,0.46,3.81,1.29,3.89,0.494,73,W,6
008909,62363,2021,05-18,W 15:3,1,5.0,3,2,25,22,6,1,0,1,2,0,1,6,100,1.29,0.234,0.36,0.82,3.78,0.99,-0.23,-0.067,49,W,6
008910,62363,2021,05-23,W 7:4,0,1.1,1,1,8,6,3,1,0,0,2,0,0,0,47,1.38,0.246,0.62,1.29,3.89,0.68,-1.54,-0.099,-,W,5
008911,62363,2021,05-29,W 7:2,1,5.2,1,1,25,22,6,3,0,0,2,0,1,5,93,1.39,0.25,0.36,0.77,3.57,1.23,1.86,0.204,56,W,6
008912,62363,2021,06-04,L 3:6,1,6.2,4,3,30,28,9,1,0,0,1,0,0,8,106,1.4,0.261,0.33,0.69,3.64,0.86,0.63,-0.08,49,L,6
008913,62363,2021,06-10,L 0:1,1,5.0,0,0,17,16,2,2,0,0,1,0,0,5,70,1.33,0.25,0.18,0.43,3.29,0.86,2.78,0.28,67,-,6
008914,62363,2021,06-16,W 6:3,1,6.0,3,3,26,24,7,1,0,1,1,0,1,3,87,1.33,0.254,0.35,0.8,3.41,1.22,0.33,-0.102,48,-,6
008915,62363,2021,06-22,L 3:10,1,3.0,6,5,20,15,7,1,0,0,4,0,1,2,83,1.44,0.268,0.6,1.13,3.98,0.88,-3.73,-0.315,21,L,6
008916,62363,2021,06-27,W 5:4,1,5.1,2,2,20,17,1,0,0,0,2,0,1,4,86,1.37,0.254,0.2,0.26,3.93,1.02,1.09,0.062,60,-,5
008917,62363,2021,07-04,L 3:12,1,5.0,3,1,20,19,3,1,0,0,0,0,1,5,83,1.32,0.247,0.2,0.41,3.79,0.91,0.76,0.018,58,-,7
008918,62363,2021,10-16,L 4:5,1,5.0,4,4,23,23,8,4,0,0,0,0,0,1,71,1.34,0.255,0.35,0.87,4.01,0.79,-1.23,-0.157,36,-,7+
008919,62363,2021,10-21,D 5:5,0,1.0,1,1,5,4,2,0,0,0,1,0,0,0,15,1.36,0.258,0.6,1.1,4.07,1.88,-0.45,-0.05,HLD,-,5
008920,62363,2021,10-24,L 1:7,0,2.1,0,0,10,10,3,0,0,0,0,0,0,2,39,1.36,0.26,0.3,0.6,3.95,0.52,1.58,0.058,-,-,3
008921,62363,2021,10-29,W 4:2,1,6.0,2,2,26,22,5,1,0,0,3,0,0,2,85,1.35,0.257,0.32,0.59,3.89,1.04,1.33,0.129,53,W,5
008922,62363,2021,11-02,L 8:16,0,2.1,5,5,15,14,8,0,0,0,1,0,0,3,56,3.86,0.571,0.6,1.17,19.29,0.55,-5.39,-0.197,-,-,4
008923,65769,2021,04-04,L 2:3,0,1.0,1,1,6,4,1,0,0,0,2,0,0,1,21,3.0,0.25,0.5,0.75,9.0,3.06,-0.66,-0.312,-,L,7+
008924,65769,2021,04-08,L 4:6,0,2.1,0,0,8,8,1,0,0,0,0,0,0,3,26,1.2,0.167,0.12,0.25,2.7,1.23,0.58,0.058,-,-,4
008925,65769,2021,04-11,W 3:2,0,1.1,0,0,4,4,1,0,0,0,0,0,0,1,16,1.07,0.188,0.25,0.5,1.93,1.35,0.81,0.105,-,-,3
008926,65769,2021,04-14,W 6:2,0,1.0,0,0,3,3,1,0,0,0,0,0,0,0,11,1.06,0.211,0.33,0.67,1.59,0.46,0.56,0.014,-,-,3
008927,65769,2021,04-17,L 4:14,1,2.2,3,3,14,9,2,0,0,1,5,0,0,5,67,1.56,0.214,0.5,1.06,4.32,0.83,-2.15,-0.204,42,L,3
008928,65769,2021,04-21,W 4:3,0,1.1,1,1,8,7,3,0,1,0,1,0,0,3,35,1.76,0.257,0.5,1.21,4.66,2.05,-0.19,0.035,HLD,-,4
008929,65769,2021,04-24,W 19:5,0,1.1,0,0,6,5,1,0,0,0,1,0,0,2,34,1.73,0.25,0.33,0.53,4.09,1.67,1.37,0.118,-,W,3
008930,65769,2021,04-27,L 3:4,0,0.2,1,1,4,4,2,0,0,0,0,0,0,0,23,1.8,0.273,0.5,1.0,4.63,2.2,-1.43,-0.383,BLSV,L,3
008931,65769,2021,04-29,L 2:3,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,11,1.66,0.255,0.0,0.0,4.26,1.41,0.56,0.107,-,-,2
008932,65769,2021,04-30,W 11:7,0,2.2,0,0,10,9,1,0,0,0,1,0,0,5,48,1.5,0.232,0.2,0.31,3.52,1.19,1.41,0.172,HLD,-,1
008933,65769,2021,05-05,L 1:4,0,0.1,3,3,4,4,3,0,0,0,0,0,0,0,10,1.66,0.267,0.75,1.5,5.17,2.83,-1.42,-0.317,BLSV,L,5
008934,65769,2021,05-06,W 6:5,0,1.0,2,2,6,4,2,1,0,0,1,0,0,1,28,1.74,0.281,0.5,1.25,5.94,2.52,-0.97,-0.173,-,-,1
008935,65769,2021,05-09,W 5:4,0,3.0,1,1,13,12,3,1,0,0,1,0,0,1,45,1.68,0.276,0.31,0.64,5.49,1.41,0.67,0.059,-,W,3
008936,65769,2021,05-12,L 3:6,0,0.2,2,2,4,3,1,0,0,0,1,0,0,1,19,1.72,0.278,0.5,0.83,6.2,0.78,0.09,0.008,-,-,3
008937,65769,2021,05-18,L 3:4,0,1.0,0,0,5,4,0,0,0,0,1,0,0,1,26,1.69,0.265,0.2,0.2,5.91,0.29,0.56,0.012,-,-,6
008938,65769,2021,05-21,W 4:0,0,0.1,0,0,4,3,2,1,0,0,1,0,0,1,16,1.8,0.279,0.75,1.75,5.82,1.18,-1.1,-0.121,-,-,3
008939,65769,2021,05-23,L 1:8,0,0.2,0,0,2,2,0,0,0,0,0,0,0,0,9,1.75,0.273,0.0,0.0,5.64,0.01,0.44,0.0,-,-,2
008940,65769,2021,05-26,L 3:9,1,3.0,1,1,13,11,2,0,0,0,2,0,0,2,52,1.7,0.263,0.31,0.49,5.33,0.96,0.67,0.028,51,L,3
008941,65769,2021,05-29,L 2:6,0,1.0,2,2,6,4,2,0,0,0,1,0,0,0,27,1.75,0.272,0.5,1.0,5.81,0.49,-1.45,-0.079,-,-,3
008942,65769,2021,06-01,W 9:1,0,1.2,1,1,10,9,4,0,0,0,1,0,0,1,48,1.82,0.286,0.5,0.94,5.79,0.9,-0.71,-0.057,-,W,3
008943,65769,2021,06-05,L 1:6,0,1.0,0,0,4,4,1,1,0,0,0,0,0,0,11,1.79,0.284,0.25,0.75,5.59,0.02,0.56,0.001,-,-,4
008944,65769,2021,06-10,W 1:0,0,1.0,0,0,4,2,0,0,0,0,1,0,0,0,12,1.77,0.28,0.33,0.33,5.4,1.6,0.56,0.066,-,-,5
008945,65769,2021,06-12,L 2:7,0,1.0,2,2,6,5,2,1,0,0,1,1,0,2,27,1.81,0.285,0.5,1.1,5.81,1.17,0.16,0.02,-,-,2
008946,65769,2021,06-13,L 3:6,0,1.0,0,0,4,3,0,0,0,0,1,0,0,1,22,1.78,0.278,0.25,0.25,5.63,0.57,0.57,0.0,-,-,1
008947,65769,2021,06-16,W 9:4,0,1.1,2,2,7,6,2,0,0,0,1,0,0,2,20,1.8,0.28,0.43,0.76,5.94,0.88,-0.46,-0.01,-,-,3
008948,65769,2021,06-18,W 4:3,0,0.2,1,1,4,3,2,1,1,0,0,0,0,0,15,1.82,0.289,0.5,2.17,6.09,1.82,-0.79,-0.17,BLSV,-,2
008949,65769,2021,06-22,L 0:9,0,1.0,1,1,5,4,2,0,0,0,1,0,0,0,27,1.86,0.295,0.6,1.1,6.17,0.07,-0.45,-0.005,-,-,4
008950,65769,2021,06-24,L 2:3,0,2.1,0,0,10,9,2,1,0,0,1,0,0,3,43,1.82,0.291,0.3,0.63,5.79,0.52,1.09,0.058,-,-,2
008951,65769,2021,06-27,L 1:11,0,1.0,1,1,6,6,3,0,0,0,0,0,0,2,22,1.85,0.299,0.5,1.0,5.87,0.0,-0.45,0.0,-,-,3
008952,65769,2021,07-01,L 3:10,0,2.2,0,0,9,8,1,1,0,0,1,0,0,2,36,1.78,0.29,0.22,0.47,5.49,0.14,2.09,0.029,-,-,4
008953,65769,2021,07-05,L 6:7,0,3.0,0,0,11,10,1,0,0,0,1,0,0,1,44,1.7,0.279,0.18,0.28,5.11,0.86,2.23,0.184,HLD,-,4
008954,65769,2021,07-09,W 9:3,0,1.1,0,0,6,4,0,0,0,0,2,0,0,1,24,1.7,0.273,0.33,0.33,4.96,0.86,0.81,0.043,-,-,4
008955,65769,2021,07-11,L 2:8,0,0.0,4,4,4,3,3,0,0,0,1,0,0,0,20,1.79,0.285,1.0,2.0,5.76,2.67,-2.86,-0.4,-,L,2
008956,65769,2021,08-10,L 1:4,0,0.2,2,0,6,5,2,0,0,0,0,0,1,0,21,1.8,0.288,0.5,0.9,5.67,1.71,-1.91,-0.269,-,L,7+
008957,65769,2021,08-11,D 7:7,0,0.2,2,1,4,1,0,0,0,0,2,0,0,1,22,1.82,0.286,0.67,0.67,5.79,0.13,-0.1,0.004,-,-,1
008958,65769,2021,08-14,D 9:9,0,1.0,0,0,4,4,0,0,0,0,0,0,0,0,17,1.78,0.28,0.0,0.0,5.66,1.73,0.56,0.096,HLD,-,3
008959,65769,2021,08-15,D 3:3,0,1.0,0,0,3,3,1,0,0,0,0,0,0,2,16,1.77,0.281,0.33,0.67,5.55,1.4,0.56,0.074,HLD,-,1
008960,65769,2021,08-17,W 4:2,0,1.2,0,0,6,6,1,0,0,0,0,0,0,5,23,1.73,0.278,0.17,0.33,5.36,1.82,0.99,0.156,HLD,-,2
008961,65769,2021,08-20,L 1:9,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,16,1.69,0.274,0.0,0.0,5.26,0.08,0.56,0.006,-,-,3
008962,65769,2021,08-21,W 3:1,0,1.2,0,0,6,6,1,0,0,0,0,0,0,2,18,1.66,0.271,0.17,0.33,5.09,2.89,2.02,0.356,-,SV,1
008963,65769,2021,08-25,W 7:2,0,2.0,2,2,9,7,2,1,0,0,1,0,1,1,31,1.65,0.271,0.44,0.87,5.24,0.61,-0.89,-0.007,-,-,4
008964,65769,2021,08-26,D 4:4,0,0.2,0,0,4,3,1,0,0,0,1,0,0,0,16,1.67,0.272,0.5,0.83,5.17,2.8,-0.08,-0.036,HLD,-,1
008965,65769,2021,08-29,W 3:2,0,2.0,0,0,6,6,0,0,0,0,0,0,0,3,29,1.61,0.265,0.0,0.0,4.99,0.85,1.24,0.131,-,W,3
008966,65769,2021,08-31,W 5:2,0,1.0,0,0,3,3,1,0,0,0,0,0,0,1,13,1.6,0.265,0.33,0.67,4.91,0.56,0.56,0.029,-,-,2
008967,65769,2021,09-03,L 0:2,0,1.0,1,1,6,5,2,1,0,0,1,0,0,0,24,1.63,0.268,0.5,1.1,4.98,0.66,-0.45,-0.075,-,-,3
008968,65769,2021,09-05,D 5:5,0,1.0,2,2,5,4,1,0,0,1,1,0,0,0,17,1.63,0.268,0.4,1.4,5.19,1.18,-1.45,-0.336,BLSV,-,2
008969,65769,2021,09-08,W 3:1,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,11,1.61,0.265,0.0,0.0,5.11,1.16,0.56,0.089,HLD,-,3
008970,65769,2021,09-11,L 4:5,0,2.2,0,0,8,8,0,0,0,0,0,0,0,5,36,1.54,0.256,0.0,0.0,4.9,1.22,1.68,0.249,HLD,-,3
008971,65769,2021,09-12,D 3:3,0,0.1,0,0,1,1,0,0,0,0,0,0,0,0,5,1.53,0.255,0.0,0.0,4.87,1.8,0.25,0.051,-,-,1
008972,65769,2021,09-15,L 6:9,0,1.2,3,3,8,6,1,0,0,0,2,0,0,3,41,1.54,0.253,0.38,0.54,5.16,1.83,0.3,0.035,-,L,3
008973,65769,2021,09-19,L 1:3,0,1.1,1,1,6,6,2,0,0,0,0,0,0,0,20,1.54,0.255,0.33,0.67,5.19,1.53,-0.13,-0.056,-,L,4
008974,65769,2021,09-21,W 15:6,0,0.2,0,0,3,2,0,0,0,0,1,0,0,0,16,1.54,0.253,0.33,0.33,5.14,1.38,0.21,0.021,-,-,2
008975,65769,2021,09-23,L 1:3,0,0.2,0,0,2,2,0,0,0,0,0,0,0,1,9,1.52,0.251,0.0,0.0,5.09,1.57,-0.35,-0.11,-,-,2
008976,65769,2021,09-25,W 5:1,0,0.2,0,0,2,2,0,0,0,0,0,0,0,0,7,1.51,0.249,0.0,0.0,5.04,0.25,0.3,0.013,-,-,2
008977,65769,2021,09-26,L 3:5,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,5,1.5,0.249,0.0,0.0,5.01,1.74,-0.74,-0.163,-,-,1
008978,65769,2021,10-07,W 4:3,0,0.2,2,2,7,4,2,1,0,0,3,0,0,1,29,1.56,0.253,0.71,1.46,5.22,2.23,-2.26,-0.514,BLSV,-,7+
008979,66660,2021,04-15,W 10:5,0,1.1,0,0,6,4,0,0,0,0,2,0,0,2,38,1.5,0.0,0.33,0.33,0.0,0.8,0.81,0.067,HLD,-,7+
008980,66660,2021,04-18,L 2:4,1,3.2,2,2,16,11,1,0,0,0,4,0,0,3,83,1.4,0.067,0.31,0.4,3.6,0.84,0.75,0.038,50,L,3
008981,66660,2021,05-06,L 9:17,0,1.0,3,3,8,4,2,0,0,0,3,0,0,0,30,2.0,0.158,0.62,1.12,7.5,0.11,-2.45,-0.024,-,-,7+
008982,66660,2021,05-08,L 5:11,0,1.0,3,3,6,5,2,0,0,1,1,0,0,0,29,2.14,0.208,0.5,1.5,10.29,0.19,-2.45,-0.03,-,-,2
008983,66660,2021,10-05,L 3:13,0,1.0,5,5,8,7,5,2,0,1,0,0,0,0,23,2.5,0.323,0.62,2.05,14.63,0.01,-4.45,-0.005,-,-,7+
008984,50126,2021,04-18,L 1:9,1,3.1,6,6,20,16,8,1,0,0,3,0,0,3,77,3.3,0.5,0.58,1.14,16.2,0.96,-4.35,-0.362,20,L,7+
008985,50126,2021,04-25,W 8:0,1,5.1,0,0,18,16,1,0,0,0,2,0,0,9,80,1.62,0.281,0.17,0.23,6.23,1.02,2.76,0.277,73,W,7
008986,50126,2021,05-01,L 2:8,1,4.0,7,7,19,16,5,0,0,3,3,0,0,3,89,1.74,0.292,0.42,1.3,9.24,0.84,-4.78,-0.361,24,L,6
008987,50126,2021,05-09,W 11:1,1,6.0,1,1,22,18,2,1,0,0,3,0,0,7,93,1.45,0.242,0.24,0.4,6.75,0.68,2.33,0.105,68,W,7+
008988,50126,2021,05-15,W 14:4,1,6.0,0,0,22,19,2,0,0,0,3,0,0,5,102,1.3,0.212,0.23,0.33,5.11,0.53,3.33,0.227,70,W,6
008989,50126,2021,05-21,L 5:6,1,3.2,4,4,19,13,5,0,0,0,1,0,3,2,91,1.34,0.235,0.5,0.88,5.72,1.12,-1.03,-0.169,36,-,6
008990,50126,2021,05-29,L 2:7,1,4.2,2,2,22,19,6,1,0,1,1,0,2,3,78,1.36,0.248,0.41,0.94,5.45,1.05,0.31,-0.012,46,L,7+
008991,50126,2021,06-04,L 3:4,1,6.0,1,0,23,20,3,0,0,0,3,0,0,4,90,1.31,0.234,0.26,0.41,4.62,1.19,2.33,0.16,65,-,6
008992,50126,2021,06-10,L 0:6,1,5.0,4,4,21,18,5,3,0,1,1,0,0,5,89,1.3,0.239,0.3,0.91,4.91,0.83,-1.23,-0.185,45,L,6
008993,50126,2021,06-19,W 7:2,0,1.0,0,0,4,3,0,0,0,0,1,0,0,0,18,1.29,0.234,0.25,0.25,4.8,0.16,0.56,0.012,-,-,7+
008994,50126,2021,06-23,L 4:7,1,4.1,5,5,22,15,3,1,0,1,3,0,3,2,86,1.3,0.231,0.43,0.9,5.29,1.13,-1.2,-0.133,36,L,4
008995,50126,2021,07-04,W 5:0,1,7.0,0,0,21,20,2,1,0,0,0,0,1,3,89,1.17,0.218,0.14,0.29,4.63,0.57,3.89,0.267,76,W,7+
008996,50126,2021,08-13,L 0:2,0,1.0,0,0,4,3,0,0,0,0,1,0,0,1,20,1.17,0.214,0.25,0.25,4.55,0.61,0.56,0.034,-,-,7+
008997,50126,2021,08-18,L 1:8,1,3.1,6,6,20,18,8,1,0,1,1,0,0,3,74,1.25,0.234,0.47,1.14,5.19,0.71,-4.75,-0.333,22,L,5
008998,50126,2021,08-27,W 3:1,1,8.0,1,1,26,25,4,1,0,0,0,0,1,4,101,1.17,0.226,0.19,0.39,4.72,0.84,3.44,0.327,74,W,7+
008999,50126,2021,09-02,W 5:0,1,5.0,0,0,20,19,5,0,0,0,1,0,0,2,92,1.17,0.229,0.3,0.56,4.4,0.73,2.78,0.182,58,W,6
009000,50126,2021,09-10,W 2:0,1,7.0,0,0,23,22,1,0,0,0,1,0,0,8,90,1.09,0.214,0.09,0.13,4.02,0.8,3.89,0.413,82,W,7+
009001,50126,2021,09-16,L 0:2,1,6.1,2,1,24,23,5,2,0,0,1,0,0,11,101,1.08,0.215,0.25,0.55,3.83,0.7,1.16,0.004,67,L,6
009002,50126,2021,09-23,L 4:7,1,6.0,6,6,27,24,7,1,0,3,1,0,1,4,92,1.1,0.22,0.35,1.06,4.16,0.58,-2.67,-0.262,37,L,7
009003,50126,2021,09-30,W 12:4,0,0.1,2,2,4,1,0,0,0,0,2,0,1,0,19,1.11,0.22,0.75,0.75,4.34,1.77,-1.1,-0.128,-,-,7
